# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  144       6.131502837403e-10       1.466506314119e-13      -6.287642631808e-12       0.000000000000e+00       2.397827309237e-12       6.870233793190e-13      -4.056785669670e-15 
  145       6.180902926002e-10       1.467810236318e-13      -6.325103317370e-12       0.000000000000e+00       2.348163471352e-12       6.775736758089e-13      -3.999154773587e-15 
  146       6.230156466640e-10       1.468532331063e-13      -6.359994590898e-12       0.000000000000e+00       2.299885169853e-12       6.683031411728e-13      -3.941508893503e-15 
  147       6.279251711595e-10       1.468673861942e-13      -6.392263376511e-12       0.000000000000e+00       2.252944721265e-12       6.592093812454e-13      -3.883937446651e-15 
  148       6.328176401645e-10       1.468236784775e-13      -6.421857491622e-12       0.000000000000e+00       2.207287348875e-12       6.502890955509e-13      -3.826531877483e-15 
  149       6.376917755040e-10       1.467223761167e-13      -6.448725678992e-12       0.000000000000e+00       2.162851030376e-12       6.415380559753e-13      -3.769385666038e-15 
  150       6.425462456475e-10       1.465638172052e-13      -6.472817638782e-12       0.000000000000e+00       2.119566345520e-12       6.329510854382e-13      -3.712594336294e-15 
  151       6.473796646061e-10       1.463484131244e-13      -6.494084060603e-12       0.000000000000e+00       2.077356323763e-12       6.245220365643e-13      -3.656255464532e-15 
  152       6.521905908307e-10       1.460766498986e-13      -6.512476655569e-12       0.000000000000e+00       2.036136291916e-12       6.162437703556e-13      -3.600468687697e-15 
  153       6.569776333531e-10       1.457490976814e-13      -6.527948482571e-12       0.000000000000e+00       1.995831123129e-12       6.081096555737e-13      -3.545314910946e-15 
  154       6.617397836334e-10       1.453664373585e-13      -6.540454893746e-12       0.000000000000e+00       1.956429108299e-12       6.001182685719e-13      -3.490791738347e-15 
  155       6.664761125948e-10       1.449294390124e-13      -6.549952738400e-12       0.000000000000e+00       1.917932824142e-12       5.922690916205e-13      -3.436872029300e-15 
  156       6.711856655998e-10       1.444389553964e-13      -6.556400109952e-12       0.000000000000e+00       1.880342118643e-12       5.845610179832e-13      -3.383524063247e-15 
  157       6.758674618931e-10       1.438959233314e-13      -6.559756379487e-12       0.000000000000e+00       1.843654047321e-12       5.769923383332e-13      -3.330711442101e-15 
  158       6.805204940455e-10       1.433013651020e-13      -6.559982229303e-12       0.000000000000e+00       1.807862809505e-12       5.695607271706e-13      -3.278392992662e-15 
  159       6.851437273975e-10       1.426563898524e-13      -6.557039686470e-12       0.000000000000e+00       1.772959684605e-12       5.622632292389e-13      -3.226522669042e-15 
  160       6.897360995029e-10       1.419621949829e-13      -6.550892156372e-12       0.000000000000e+00       1.738932968387e-12       5.550962459417e-13      -3.175049455086e-15 
  161       6.942965195719e-10       1.412200675462e-13      -6.541504456261e-12       0.000000000000e+00       1.705767909243e-12       5.480555217596e-13      -3.123917266796e-15 
  162       6.988238679155e-10       1.404313856433e-13      -6.528842848812e-12       0.000000000000e+00       1.673446644462e-12       5.411361306667e-13      -3.073064854754e-15 
